sentiment,texte
positive,"Jarmo Honkamaa, responsable de l'activité de raffinage du pétrole chez Neste Oil, estime que la situation semble prometteuse de leur point de vue."
positive,"ADP News - 25 février 2009 - Le fabricant finlandais de circuits imprimés Aspocomp Group Oyj HEL ​​: ACG1V a annoncé aujourd'hui avoir réalisé un bénéfice net de 300 000 EUR (385 000 USD) pour 2008, contre une perte nette de 65,3 millions EUR."
positive,"ADP News - 6 novembre 2008 - Le développeur finlandais de logiciels de vente au détail Aldata Solution Oyj OMX : ALD1V a annoncé aujourd'hui avoir réalisé un bénéfice net de 2,1 millions d'euros, soit 2,7 millions de dollars pour les neuf premiers mois de 2008, contre une perte nette pour l'UE."
positive,"Mformation et Nokia ont indiqué qu'ils ont conclu des accords d'interopérabilité qui couvrent la gestion commercialement éprouvée et basée sur des normes des appareils mobiles, ainsi que la sécurité des appareils mobiles et la gestion des applications mobiles."
positive,"millions d' euros et un bénéfice avant impôts à 46,4 millions d' euros contre 35,8 millions d' euros au troisième trimestre 2006 ."
positive,Le chiffre d' affaires net augmentera toutefois par rapport à 2005 .
neutral,"Nokia fournira à Indosat un réseau radio WCDMA 3G-HSPA, comprenant la station de base Nokia Flexi WCDMA modulaire et haute capacité."
positive,"Le résultat opérationnel s'élève à 17,7 millions d'euros contre 17,6 millions d'euros pour la période correspondante de 2007."
positive,"En revanche , les prises de commandes devraient être plus fortes qu'en 2007 ."
positive,Le fabricant finlandais d'acier inoxydable Outokumpu envisage de conclure un accord de fourniture avec les chemins de fer indiens.
positive,"Le bénéfice après impôts s'élève à 0,1 million d'euros, contre -0,4 million d'euros l'année précédente."
positive,"Le bénéfice de la période s'élève à 15,6 millions d'euros contre 14,1 millions d'euros en 2007."
positive,"Le BPA trimestriel dilué des activités poursuivies s'est élevé à 0,21 euro, contre 0,12 euro l'an dernier."
positive,"Rapala estime que ses ventes nettes pour 2008 augmenteront entre 8,0 et 12 pour cent en supposant les taux de change de 2007."
positive,"Raute a enregistré un bénéfice net de 1,8 millions d' euros ( 2,6 millions de dollars ) pour le troisième trimestre 2007 , contre une perte nette de 299 000 euros ( 430 000 dollars ) pour la période correspondante de 2006 ."
positive,"La rentabilité des capitaux propres s'établit à 18,3 % contre 15,4 % au troisième trimestre 2005 ."
positive,Les droits d'exportation russes activeront la récolte en Finlande et les ventes en Russie augmenteront également.
positive,"Tectia Corporation HEL : TEC1V, un fournisseur de solutions de sécurité en temps réel, a annoncé aujourd'hui avoir nommé LAN2LAN, un fournisseur de services informatiques au Royaume-Uni, pour distribuer ses logiciels de sécurité des données et de gestion de transfert de fichiers."
positive,La Bristol Port Company a conclu un contrat d'un million de livres avec Cooper Specialized Handling pour lui fournir quatre gerbeurs personnalisés de 45 tonnes de Konecranes.
positive,La société s'attend à une augmentation significative de son chiffre d' affaires par rapport à 2009 .
positive,"Le bénéfice net de l' entreprise s'est élevé à 55,5 millions d' EE , soit 36 ​​% de plus qu'en 2004 ."
positive,"La société a annoncé qu'elle fournirait le réseau radio WCDMA 3G-HSPA, y compris la station de base modulaire et haute capacité Nokia Flexi WCDMA à Java Est, Bali, Sumatra et Batam."
neutral,Le contrat s'est négocié à un niveau record de 50 200 dollars la tonne le 24 avril.
positive,"L'EBITDA s'élève à 116 MEUR contre 115 MEUR, correspondant à une marge d'EBITDA de 33 %."
positive,"La juste valeur des immeubles de placement s'élève à 2.299,9 millions d'euros, contre 2.229,5 millions d'euros pour la période correspondante de 2009."
positive,Le fonds à la juste valeur augmentera en conséquence.
neutral,L'impact de cette acquisition sur le chiffre d'affaires net de Teleste pour 2010 est estimé à environ 2 millions d'euros.
neutral,"L'impact de cet achat sur les ventes nettes de TietoEnator pour 2008 devrait être d'environ 11 millions d'euros (15,9 millions de dollars)."
positive,L'optimisation du processus de chauffage des composants en acier réduira la consommation d'énergie.
positive,La proportion de passagers estoniens et lituaniens sur la liaison Tallinn-Helsinki a également augmenté en juillet.
neutral,Ces économies prendront pleinement effet dès le début de l' année 2007 .
positive,Cette mission renforce la position de Poyry en tant que fournisseur international de services d'ingénierie et de projets pour l'industrie des procédés chimiques.
positive,Ce nouvel accord de partenariat représente une étape importante pour les deux parties.
positive,"La représentante lettone de Tiimari, Ineta Zaharova, a déclaré que l'entreprise avait réalisé un bénéfice de 122 000 lats en 2005, soit 20 fois plus qu'en 2004."
neutral,"Ensemble, Yahoo et Nokia ont déclaré qu'ils continueraient à proposer des expériences Internet répondant aux besoins fondamentaux des consommateurs, des développeurs, des opérateurs et des annonceurs."
positive,"Grâce à cet accord, Ramirent élargira la gamme d'équipements et de services qu'elle fournit à Destia, a déclaré Kari Aulasmaa, directeur général de Ramirent Finlande."
positive,"Grâce à cette reprise, Panostaja élargit encore son secteur d'activité spécialisé dans l'impression numérique, qui se compose jusqu'à présent des filiales Kopijyva Oy et Sokonet Oy."
neutral,"- Inge Larsen (CFO), 29 045 actions, représentant 0,50 % du capital social."
neutral,"La prévision pour 2012 est de 3,3 % ."
neutral,"Le capital social d'Alma Media Corporation (numéro d'entreprise 1944757-4) est de 45 031 513,80 EUR et est divisé en 75 052 523 actions."
neutral,La société est cotée à la Bourse nordique d'Helsinki.
neutral,"Incap Contract Manufacturing réalisera la fabrication de ces accords dans son usine de Tumkur, près de Bangalore."
neutral,Il sera exploité par Nokia et soutenu par son système de gestion de réseau et de services Nokia NetAct.
neutral,"28 janvier 2011 - L'opérateur finlandais du centre technologique Technopolis Oyj (HEL : TPS1V) a annoncé aujourd'hui qu'il investirait 22,5 millions d'euros dans la construction de la deuxième phase d'un immeuble de bureaux à Tampere."
neutral,Comptel Corporation publiera ses comptes 2008 le 12 février 2009 .
neutral,"La société finlandaise L&T Recoil , spécialisée dans la régénération des huiles usées , construit en 2008 une installation à Hamina en Finlande ."
neutral,Les magasins sont situés dans la région de la capitale et dans la région de Paijat-Hame.
neutral,Le transporteur a déclaré que son agence de voyages Area allait vendre la plupart de ses points de vente à la chaîne sœur Suomen Matkatoimisto (SMT) et utiliser sa présence physique restante pour cibler principalement la clientèle d'affaires à l'avenir.
neutral,Le chiffre d' affaires net annuel de l' unité s'élève à environ 5 millions d' euros et elle emploie actuellement quelque 55 personnes .
neutral,"Le jour ouvrable suivant, les clients peuvent vérifier depuis leur ordinateur personnel comment leurs achats sont répartis entre les différents groupes d'ingrédients, la quantité d'énergie que contiennent les différents produits et quel est le contenu nutritionnel de tous les achats."
neutral,Nom de la société dans laquelle les participations ont été acquises : Citycon Oyj 2 .
neutral,"BasWare a son siège à Espoo, en Finlande."
neutral,"Le magasin est situé à Poznan dans un centre commercial nommé Pestka, a ajouté la société."
neutral,"Les autres sièges reviendraient à Edgar Edmonds, un Américain expérimenté dans le secteur de l'habillement et de la vente au détail, et à Christian Fischer, un Autrichien expérimenté dans le secteur des articles de sports d'hiver."
neutral,"Selon la loi, les universités peuvent désormais acquérir des financements privés."
neutral,"Conformément à sa stratégie, Tikkurila a créé une société de vente à 100 %, TOO Tikkurila, à Almaty, au Kazakhstan, pour la commercialisation de peintures décoratives sous la marque finlandaise Tikkurila et la marque russe Teks."
negative,"Le trafic asiatique a diminué de 3,4 pour cent."
neutral,Les 5 700 employés d'Ahlstrom servent les clients via des bureaux de vente et des installations de production dans plus de 20 pays sur six continents.
neutral,"Raute, dont le siège est à Nastola, en Finlande, est une entreprise technologique au service de l'industrie mondiale des produits du bois."
positive,"Le fabricant de produits de consommation Fiskars Corp. ouvrira un centre de distribution et d'entrepôt à Southaven, créant ainsi 100 emplois."
neutral,"Selon les dernières informations , Benefon lancera son appareil Twig le 20 septembre 2006 ."
neutral,Atria achètera également les actions de Kauhajoen Teurastamokiinteistot Oy (propriété de l'abattoir de Kauhajoki) à la coopérative Itikka.
neutral,La coentreprise investira immédiatement environ 500 000 euros dans la technologie de production.
neutral,"Il rapportera au PDG de CapMan Plc, Heikki Westerlund."
neutral,Le prix sera précisé à la date de réalisation.
neutral,"Au total, 78 millions de dollars seront investis dans le projet."
neutral,Le cabinet de conseil informatique finlandais Satama Interactive Oyj a annoncé le 13 novembre 2006 que Jarmo Lonnfors avait pris le poste de PDG.
neutral,"S1 '08 S1 '07 T2 '08 T2 '07 en millions d'euros, sauf indication contraire Ventes nettes 386 328,6 201 160,7 Résultat opérationnel 46,3 35,8 23,2 9,5 Résultat avant impôts 33,6 26,9 18,7 5,1 Résultat net 25,1 25,4 14 4,0 BPA en euros 2 .20 2.36 1,24 0,38 1,0 euro = 1,60 $ www.componenta.com"
neutral,"« Nordea est définitivement trop grande pour que Sampo puisse l'acquérir », a déclaré un analyste. « Mais Sampo semble avoir un programme pour Nordea avant la privatisation."
neutral,« Les solutions de convergence fixe-mobile représentent une proposition de valeur clé sur le marché des communications actuel.
neutral,`` Il n'y a pas de place pour modifier le composant de partage comme nous l'avons déjà indiqué. ''
neutral,""" Nous pourrions être là ."
positive,""" Nous étions les plus bas soumissionnaires et maintenant l' approbation finale est attendue . ''"
neutral,"13 heures Bureau central de Nordea Bank 19 3-ya ulitsa Yamskogo Polya, bâtiment 1 Téléphone : 495 777-34-77 ext. 3932 , 3931 03.02.2011 Unimilk - EGM 03-04 .02.2011 Le XVIe sommet international des affaires Food Business Russia 2011 aura lieu ."
neutral,"128 538 actions peuvent encore être souscrites avec des options sur actions de série E, max."
neutral,"15 novembre 2010 - La société énergétique finlandaise Fortum Oyj HEL ​​: FUM1V a déclaré aujourd'hui qu'elle et ses partenaires ont entamé des négociations pour établir un nouveau modèle opérationnel pour l'approvisionnement en énergie dans la région de Turku, à l'ouest de la Finlande."
neutral,561.470 nouvelles actions dans le cadre du plan de droits d'option 2003 La société d'emballage Huhtamaki Oyj a annoncé lundi qu'un total de 561.470 nouvelles actions de la société ont été émises sur la base des souscriptions d'actions dans le cadre de son plan de droits d'option 2003.
